6
8
8
7
10
8
9
9
9
7
9
10
10
8
8
8
8
9
8
8
8
7
8
10
8
8
8
7
9
9
9
4
8
9
10
8
10
10
9
8
9
9
8
5
10
6
9
7
9
8
7
8
5
9
9
7
7
7
8
7
7
9
8
8
8
8
8
8
7
9
9
10
7
7
9
8
10
7
6
4
10
6
9
10
10
8
8
8
10
9
9
6
7
9
5
10
9
3
7
7
10
7
7
10
9
9
8
7
10
9
8
8
7
6
6
8
9
10
10
5
9
6
8
9
8
4
3
8
8
8
10
8
3
8
7
8
9
4
7
6
5
3
9
2
10
